Encoded,MrD,vRd,TableName
XT-D-MM2-VV1.2-REI120-CV35-X160-H250-6.0,45.8,42.4,Schock_Isokorb_XT_Typ_D_6.0_3
XT-D-MM2-VV2-REI120-CV35-X160-H250-6.0,20.9,37.6,Schock_Isokorb_XT_Typ_D_6.0_3
XT-D-MM2-VV2.2-REI120-CV35-X160-H250-6.0,41.8,75.2,Schock_Isokorb_XT_Typ_D_6.0_3
XT-D-MM2-VV3-REI120-CV35-X160-H250-6.0,18.3,58.8,Schock_Isokorb_XT_Typ_D_6.0_3
XT-D-MM2-VV3.2-REI120-CV35-X160-H250-6.0,36.6,117.6,Schock_Isokorb_XT_Typ_D_6.0_3
XT-D-MM3-VV1.2-REI120-CV35-X160-H160-6.0,30.2,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV50-X160-H200-6.0,32.0,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H170-6.0,33.8,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H170-6.0,15.8,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H170-6.0,31.6,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV50-X160-H210-6.0,35.6,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV50-X160-H210-6.0,16.6,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV50-X160-H210-6.0,33.2,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H180-6.0,37.4,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H180-6.0,17.5,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H180-6.0,35.0,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H180-6.0,15.9,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H180-6.0,31.8,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H180-6.0,14.5,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H180-6.0,29.0,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV50-X160-H220-6.0,39.2,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV50-X160-H220-6.0,18.3,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV50-X160-H220-6.0,36.6,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV50-X160-H220-6.0,16.7,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV50-X160-H220-6.0,33.4,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV50-X160-H220-6.0,15.2,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV50-X160-H220-6.0,30.4,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H190-6.0,41.0,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H190-6.0,19.2,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H190-6.0,38.4,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H190-6.0,17.5,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H190-6.0,35.0,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H190-6.0,15.9,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H190-6.0,31.8,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV35-X160-H190-6.0,13.1,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV35-X160-H190-6.0,26.2,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV50-X160-H230-6.0,42.8,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV50-X160-H230-6.0,20.0,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV50-X160-H230-6.0,40.0,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV50-X160-H230-6.0,18.3,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV50-X160-H230-6.0,36.6,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV50-X160-H230-6.0,16.6,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV50-X160-H230-6.0,33.2,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV50-X160-H230-6.0,13.7,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV50-X160-H230-6.0,27.4,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H200-6.0,44.6,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H200-6.0,20.9,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H200-6.0,41.8,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H200-6.0,19.0,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H200-6.0,38.0,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H200-6.0,17.3,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H200-6.0,34.6,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV35-X160-H200-6.0,14.3,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV35-X160-H200-6.0,28.6,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV50-X160-H240-6.0,46.4,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV50-X160-H240-6.0,21.7,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV50-X160-H240-6.0,43.4,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV50-X160-H240-6.0,19.8,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV50-X160-H240-6.0,39.6,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV50-X160-H240-6.0,18.0,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV50-X160-H240-6.0,36.0,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV50-X160-H240-6.0,14.9,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV50-X160-H240-6.0,29.8,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H210-6.0,48.4,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H210-6.0,22.6,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H210-6.0,45.2,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H210-6.0,20.6,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H210-6.0,41.2,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H210-6.0,18.7,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H210-6.0,37.4,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV35-X160-H210-6.0,15.4,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV35-X160-H210-6.0,30.8,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV50-X160-H250-6.0,50.2,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV50-X160-H250-6.0,23.4,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV50-X160-H250-6.0,46.8,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV50-X160-H250-6.0,21.4,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV50-X160-H250-6.0,42.8,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV50-X160-H250-6.0,19.4,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV50-X160-H250-6.0,38.8,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV50-X160-H250-6.0,16.0,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV50-X160-H250-6.0,32.0,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H220-6.0,52.0,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H220-6.0,24.3,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H220-6.0,48.6,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H220-6.0,22.1,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H220-6.0,44.2,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H220-6.0,20.1,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H220-6.0,40.2,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV35-X160-H220-6.0,16.6,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV35-X160-H220-6.0,33.2,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H230-6.0,55.6,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H230-6.0,26.0,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H230-6.0,52.0,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H230-6.0,23.7,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H230-6.0,47.4,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H230-6.0,21.5,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H230-6.0,43.0,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV35-X160-H230-6.0,17.8,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV35-X160-H230-6.0,35.6,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H240-6.0,59.2,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H240-6.0,27.7,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H240-6.0,55.4,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H240-6.0,25.2,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H240-6.0,50.4,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H240-6.0,22.9,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H240-6.0,45.8,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV35-X160-H240-6.0,18.9,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV35-X160-H240-6.0,37.8,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1.2-REI120-CV35-X160-H250-6.0,62.8,42.4,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2-REI120-CV35-X160-H250-6.0,29.4,37.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV2.2-REI120-CV35-X160-H250-6.0,58.8,75.2,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3-REI120-CV35-X160-H250-6.0,26.8,58.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV3.2-REI120-CV35-X160-H250-6.0,53.6,117.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4-REI120-CV35-X160-H250-6.0,24.3,78.3,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV4.2-REI120-CV35-X160-H250-6.0,48.6,156.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5-REI120-CV35-X160-H250-6.0,20.1,112.8,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV5.2-REI120-CV35-X160-H250-6.0,40.2,225.6,Schock_Isokorb_XT_Typ_D_6.0_4
XT-D-MM3-VV1-REI120-CV35-X160-H160-6.0,15.2,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV35-X160-H160-6.0,30.4,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV30-X160-H160-6.0,16.2,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV30-X160-H160-6.0,32.4,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV50-X160-H200-6.0,16.2,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV50-X160-H200-6.0,32.4,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV35-X160-H170-6.0,17.1,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV35-X160-H170-6.0,34.2,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV35-X160-H170-6.0,16.1,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV35-X160-H170-6.0,32.2,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV30-X160-H170-6.0,18.0,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV30-X160-H170-6.0,36.0,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV30-X160-H170-6.0,17.0,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV30-X160-H170-6.0,34.0,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV50-X160-H210-6.0,18.0,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV50-X160-H210-6.0,36.0,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV50-X160-H210-6.0,17.0,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV50-X160-H210-6.0,34.0,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV35-X160-H180-6.0,18.9,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV35-X160-H180-6.0,37.8,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV35-X160-H180-6.0,17.9,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV35-X160-H180-6.0,35.8,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV35-X160-H180-6.0,16.8,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV35-X160-H180-6.0,33.6,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV35-X160-H180-6.0,15.6,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV35-X160-H180-6.0,31.2,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV30-X160-H180-6.0,19.8,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV30-X160-H180-6.0,39.6,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV30-X160-H180-6.0,18.7,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV30-X160-H180-6.0,37.4,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV30-X160-H180-6.0,17.6,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV30-X160-H180-6.0,35.2,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV30-X160-H180-6.0,16.3,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV30-X160-H180-6.0,32.6,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV50-X160-H220-6.0,19.8,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV50-X160-H220-6.0,39.6,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV50-X160-H220-6.0,18.7,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV50-X160-H220-6.0,37.4,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV50-X160-H220-6.0,17.6,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV50-X160-H220-6.0,35.2,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV50-X160-H220-6.0,16.3,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV50-X160-H220-6.0,32.6,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV35-X160-H190-6.0,20.8,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV35-X160-H190-6.0,41.6,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV35-X160-H190-6.0,19.6,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV35-X160-H190-6.0,39.2,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV35-X160-H190-6.0,18.4,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV35-X160-H190-6.0,36.8,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV35-X160-H190-6.0,17.1,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV35-X160-H190-6.0,34.2,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV30-X160-H190-6.0,21.7,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV30-X160-H190-6.0,43.4,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV30-X160-H190-6.0,20.5,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV30-X160-H190-6.0,41.0,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV30-X160-H190-6.0,19.2,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV30-X160-H190-6.0,38.4,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV30-X160-H190-6.0,17.9,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV30-X160-H190-6.0,35.8,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5-REI120-CV30-X160-H190-6.0,15.0,139.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5.2-REI120-CV30-X160-H190-6.0,30.0,278.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV50-X160-H230-6.0,21.7,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV50-X160-H230-6.0,43.4,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV50-X160-H230-6.0,20.5,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV50-X160-H230-6.0,41.0,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV50-X160-H230-6.0,19.2,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV50-X160-H230-6.0,38.4,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV50-X160-H230-6.0,17.9,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV50-X160-H230-6.0,35.8,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5-REI120-CV50-X160-H230-6.0,15.0,139.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5.2-REI120-CV50-X160-H230-6.0,30.0,278.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV35-X160-H200-6.0,22.6,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV35-X160-H200-6.0,45.2,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV35-X160-H200-6.0,21.3,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV35-X160-H200-6.0,42.6,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV35-X160-H200-6.0,20.0,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV35-X160-H200-6.0,40.0,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV35-X160-H200-6.0,18.6,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV35-X160-H200-6.0,37.2,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5-REI120-CV35-X160-H200-6.0,15.6,139.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5.2-REI120-CV35-X160-H200-6.0,31.2,278.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV30-X160-H200-6.0,23.5,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV30-X160-H200-6.0,47.0,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV30-X160-H200-6.0,22.2,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV30-X160-H200-6.0,44.4,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV30-X160-H200-6.0,20.8,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV30-X160-H200-6.0,41.6,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV30-X160-H200-6.0,19.4,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4.2-REI120-CV30-X160-H200-6.0,38.8,181.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5-REI120-CV30-X160-H200-6.0,16.3,139.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV5.2-REI120-CV30-X160-H200-6.0,32.6,278.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1-REI120-CV50-X160-H240-6.0,23.5,26.1,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV1.2-REI120-CV50-X160-H240-6.0,47.0,52.2,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2-REI120-CV50-X160-H240-6.0,22.2,46.4,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV2.2-REI120-CV50-X160-H240-6.0,44.4,92.8,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3-REI120-CV50-X160-H240-6.0,20.8,68.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV3.2-REI120-CV50-X160-H240-6.0,41.6,136.0,Schock_Isokorb_XT_Typ_D_6.0_5
XT-D-MM3-VV4-REI120-CV50-X160-H240-6.0,19.4,90.7,Schock_Isokorb_XT_Typ_D_6.0_5
